,assists,bonus,bps,chance_of_playing_this_round,clean_sheets,code,creativity,dreamteam_count,ea_index,element_type,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id_x,in_dreamteam,influence,loans_out,minutes,now_cost,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,selected_by_percent,status,team,threat,total_points,transfers_in,transfers_out,value_season,yellow_cards,singular_name_short,team_id,team_name,matchup,opponent_name,creativecost,influencecost,threatcost,myscore
382,1,0,26,,0,123125,34.3,0,0,3,1,Viktor,0.7,3,0,8.0,289,False,24.8,0,150,49,0,0,0,1.5,0,0,Fischer,0.2,a,12,20.0,9,1134,40931,1.8,0,MID,12,Middlesbrough,0.8,Man City,0.7,0.5061224489795918,0.40816326530612246,53.29599999999999
383,0,0,81,100.0,1,82428,36.9,0,0,3,6,Marten,3.0,8,1,15.0,290,False,66.2,0,592,43,0,0,0,2.1,0,0,de Roon,0.4,a,12,47.0,17,15122,9540,4.0,3,MID,12,Middlesbrough,0.8,Man City,0.8581395348837209,1.5395348837209304,1.0930232558139534,377.24
384,1,3,101,0.0,3,78091,184.3,0,0,3,0,Gastón,4.3,7,1,46.4,491,False,110.0,0,657,53,0,0,0,2.5,0,0,Ramírez,0.6,a,12,169.0,25,42640,68745,4.7,5,MID,12,Middlesbrough,0.8,Man City,3.4773584905660377,2.0754716981132075,3.188679245283019,1618.7520000000002
385,0,0,43,,2,159533,49.6,0,0,3,2,Adama,2.7,1,0,15.4,563,False,57.0,0,334,48,0,0,0,1.7,0,0,Traoré,0.2,a,12,48.0,10,9105,2128,2.1,1,MID,12,Middlesbrough,0.8,Man City,1.0333333333333334,1.1875,1.0,343.93600000000004
386,0,0,11,,0,12744,3.3,0,0,4,0,David,0.0,0,0,0.7,291,False,3.4,0,43,47,0,0,0,1.0,0,0,Nugent,0.4,a,12,2.0,4,7693,23900,0.9,0,FWD,12,Middlesbrough,0.8,Man City,0.0702127659574468,0.07234042553191489,0.0425531914893617,4.0
387,0,0,14,100.0,0,20047,25.7,0,0,4,0,Jordan,0.3,1,0,10.8,292,False,18.4,0,107,54,0,0,0,1.3,0,0,Rhodes,0.3,a,12,64.0,5,2536,35885,0.9,0,FWD,12,Middlesbrough,0.8,Man City,0.4759259259259259,0.34074074074074073,1.1851851851851851,30.944000000000003
388,0,4,118,100.0,1,49464,71.8,1,0,4,1,Cristhian,0.7,7,3,30.2,293,False,137.6,0,510,51,0,0,0,3.5,0,0,Stuani,5.1,a,12,95.0,28,394744,249366,5.5,2,FWD,12,Middlesbrough,0.8,Man City,1.4078431372549018,2.6980392156862743,1.8627450980392157,198.464
389,3,5,94,,3,42892,161.5,1,0,4,2,Álvaro,3.0,11,1,60.6,478,False,140.2,0,886,63,0,0,0,3.5,0,0,Negredo,12.6,a,12,304.0,38,935524,974397,6.0,0,FWD,12,Middlesbrough,0.8,Man City,2.5634920634920637,2.225396825396825,4.825396825396825,1491.6800000000003
390,0,3,92,,0,1822,0.0,1,24,1,0,Shay,0.0,14,0,14.4,315,False,144.8,0,450,44,1,0,1,2.6,0,18,Given,0.6,a,14,0.0,13,18539,17409,2.9,1,GKP,14,Stoke,1.2,West Ham,0.0,3.290909090909091,0.0,13.0
393,0,1,117,,2,6744,0.0,0,0,1,2,Lee,3.7,4,0,14.1,574,False,141.2,0,540,41,0,0,0,4.0,0,20,Grant,2.6,a,14,0.0,24,100538,7634,5.9,0,GKP,14,Stoke,1.2,West Ham,0.0,3.4439024390243897,0.0,650.9279999999999
394,2,2,175,,2,37869,33.9,1,176,2,2,Ryan,5.0,18,0,46.0,318,False,226.2,0,990,49,0,0,0,2.6,0,0,Shawcross,2.5,a,14,199.0,29,49864,37994,5.9,3,DEF,14,Stoke,1.2,West Ham,0.6918367346938775,4.616326530612245,4.061224489795919,2783.6
395,0,2,126,25.0,2,50089,33.5,0,293,2,0,Geoff,2.3,11,0,26.8,320,False,131.2,0,630,44,0,0,0,2.9,0,0,Cameron,0.4,i,14,103.0,20,14270,13468,4.5,0,DEF,14,Stoke,1.2,West Ham,0.7613636363636364,2.9818181818181815,2.340909090909091,758.8519999999999
396,0,2,142,,2,39487,80.3,0,388,2,2,Erik,3.0,14,0,24.4,321,False,153.4,0,900,45,0,0,0,2.4,0,0,Pieters,4.4,a,14,9.0,24,93000,106091,5.3,2,DEF,14,Stoke,1.2,West Ham,1.7844444444444443,3.408888888888889,0.2,897.7199999999999
397,0,0,8,,0,61595,10.9,0,111,2,0,Marc,0.0,0,0,1.8,322,False,7.4,0,16,43,0,0,0,1.0,0,0,Muniesa,0.1,a,14,0.0,1,908,3560,0.2,0,DEF,14,Stoke,1.2,West Ham,0.2534883720930233,0.17209302325581396,0.0,1.0
398,0,0,100,100.0,2,17997,58.5,0,107,2,2,Phil,3.0,8,0,17.8,323,False,82.4,0,605,44,0,0,0,2.4,0,0,Bardsley,0.2,a,14,36.0,19,5673,3828,4.3,2,DEF,14,Stoke,1.2,West Ham,1.3295454545454546,1.8727272727272728,0.8181818181818182,655.84
399,0,0,23,0.0,0,69960,3.4,0,330,2,0,Philipp,0.0,5,0,5.0,324,False,36.4,0,180,45,0,0,0,0.5,0,0,Wollscheid,0.3,u,14,10.0,1,735,41697,0.2,1,DEF,14,Stoke,1.2,West Ham,0.07555555555555556,0.8088888888888889,0.2222222222222222,1.0
400,0,0,36,0.0,0,9047,29.6,0,324,2,0,Glen,0.0,6,0,10.6,325,False,41.8,0,270,47,0,0,0,1.3,0,0,Johnson,0.1,i,14,34.0,4,1507,8896,0.9,0,DEF,14,Stoke,1.2,West Ham,0.6297872340425532,0.8893617021276595,0.723404255319149,4.0
402,0,2,137,,2,85352,2.7,0,0,2,2,Bruno,3.3,12,0,18.9,562,False,148.8,0,720,49,0,0,0,2.8,0,0,Martins Indi,0.2,a,14,37.0,22,6703,2081,4.5,0,DEF,14,Stoke,1.2,West Ham,0.05510204081632653,3.0367346938775515,0.7551020408163265,768.4599999999999
403,2,9,243,100.0,3,40555,277.7,1,132,3,1,Joe,4.3,16,4,85.3,202,False,304.6,0,892,54,0,0,0,5.1,0,0,Allen,19.1,a,14,269.0,56,777932,101635,10.6,3,MID,14,Stoke,1.2,West Ham,5.142592592592592,5.640740740740741,4.981481481481482,4448.708
405,0,0,21,,0,20208,43.4,0,109,3,2,Charlie,1.3,3,0,16.3,328,False,26.2,0,231,47,0,0,0,1.0,0,0,Adam,0.1,a,14,96.0,5,1415,3426,1.1,2,MID,14,Stoke,1.2,West Ham,0.9234042553191489,0.5574468085106383,2.0425531914893615,263.336
406,0,1,144,,2,12150,151.8,0,432,3,0,Glenn,1.7,17,0,33.8,329,False,166.2,0,946,44,1,0,0,1.9,0,0,Whelan,0.8,d,14,22.0,21,19255,25057,4.8,2,MID,14,Stoke,1.2,West Ham,3.45,3.777272727272727,0.5,714.6
407,2,0,51,100.0,0,12813,48.5,0,312,3,5,Jonathan,2.0,11,0,16.1,330,False,48.0,0,378,56,0,0,0,2.0,0,0,Walters,0.1,a,14,64.0,18,785,6304,3.2,0,MID,14,Stoke,1.2,West Ham,0.8660714285714286,0.8571428571428571,1.1428571428571428,403.2
408,1,0,90,0.0,2,41464,184.7,0,528,3,0,Marko,1.3,16,1,55.5,331,False,108.6,0,879,72,0,0,0,2.5,0,0,Arnautovic,1.0,a,14,261.0,25,32881,72486,3.5,5,MID,14,Stoke,1.2,West Ham,2.5652777777777778,1.5083333333333333,3.625,889.7079999999999
410,0,5,101,50.0,3,68312,209.6,1,302,3,0,Xherdan,5.3,3,3,48.9,333,False,134.6,0,471,63,0,0,0,5.5,0,0,Shaqiri,4.2,a,14,144.0,33,185246,364059,5.2,1,MID,14,Stoke,1.2,West Ham,3.3269841269841267,2.1365079365079365,2.2857142857142856,3137.9519999999998
411,0,1,50,,0,102738,35.4,0,194,3,0,Giannelli,0.0,8,0,7.3,334,False,23.6,0,308,46,0,0,0,2.3,0,0,Imbula,0.2,a,14,14.0,9,4126,11624,2.0,0,MID,14,Stoke,1.2,West Ham,0.7695652173913043,0.5130434782608696,0.30434782608695654,9.0
412,0,2,67,,0,40276,55.4,0,360,3,8,Bojan,2.7,8,2,19.5,335,False,83.6,0,291,56,0,0,0,3.3,0,0,Krkic,1.0,a,14,58.0,20,41204,94342,3.6,1,MID,14,Stoke,1.2,West Ham,0.9892857142857142,1.4928571428571427,1.0357142857142858,658.2800000000001
413,1,0,41,,1,205102,6.1,0,0,3,2,Ramadan,2.7,2,0,3.4,486,False,12.4,0,164,49,0,0,0,2.5,0,0,Sobhi,0.5,a,14,16.0,10,9671,29456,2.0,0,MID,14,Stoke,1.2,West Ham,0.12448979591836734,0.2530612244897959,0.32653061224489793,121.78
415,0,3,90,,3,57001,116.4,1,249,4,2,Wilfried,5.7,11,2,46.1,240,False,93.2,0,610,73,0,0,0,3.4,0,0,Bony,1.7,a,14,252.0,27,103624,77264,3.7,0,FWD,14,Stoke,1.2,West Ham,1.5945205479452056,1.2767123287671234,3.452054794520548,3184.3440000000005
416,0,0,13,,0,3773,12.7,0,47,4,1,Peter,0.7,2,0,4.3,336,False,15.4,0,132,48,0,0,0,1.2,0,0,Crouch,0.6,a,14,15.0,6,13491,26472,1.3,0,FWD,14,Stoke,1.2,West Ham,0.26458333333333334,0.32083333333333336,0.3125,42.20399999999999
417,0,0,26,100.0,0,61858,10.1,0,245,4,1,Mame Biram,0.7,9,0,5.6,337,False,9.6,0,287,58,0,0,0,1.4,0,0,Diouf,0.4,a,14,37.0,10,9696,24394,1.7,0,FWD,14,Stoke,1.2,West Ham,0.17413793103448275,0.16551724137931034,0.6379310344827587,57.62799999999999
420,0,0,25,0.0,0,20487,0.0,0,210,1,0,Vito,0.0,4,0,2.1,339,False,20.6,0,180,43,0,0,0,1.5,0,4,Mannone,0.5,d,15,0.0,3,3981,30262,0.7,0,GKP,15,Sunderland,1.2,Bournemouth,0.0,0.4790697674418605,0.0,3.0
421,0,2,169,100.0,0,111234,10.0,0,18,1,4,Jordan,2.3,17,0,28.6,340,False,275.8,0,810,41,0,0,0,3.0,0,42,Pickford,13.6,a,15,0.0,27,279995,83336,6.8,0,GKP,15,Sunderland,1.2,Bournemouth,0.24390243902439024,6.726829268292684,0.0,815.808
424,0,0,30,,0,160817,32.8,0,28,2,2,Patrick,1.0,9,0,7.7,249,False,20.6,0,266,43,1,0,0,0.8,0,0,McNair,0.3,a,15,26.0,6,4168,9936,1.4,0,DEF,15,Sunderland,1.2,Bournemouth,0.7627906976744185,0.4790697674418605,0.6046511627906976,101.28
425,0,1,65,0.0,0,3736,1.4,0,193,2,0,John,1.0,8,0,8.8,342,False,87.6,0,437,44,0,0,0,1.5,0,0,O'Shea,0.4,a,15,0.0,9,3702,15433,2.0,0,DEF,15,Sunderland,1.2,Bournemouth,0.031818181818181815,1.9909090909090907,0.0,115.8
426,0,0,34,100.0,0,11467,25.0,0,211,2,2,Billy,0.7,7,0,8.9,343,False,42.8,0,236,44,0,0,0,0.5,0,0,Jones,0.0,a,15,22.0,2,363,719,0.5,2,DEF,15,Sunderland,1.2,Bournemouth,0.5681818181818182,0.9727272727272727,0.5,77.43199999999999
427,0,2,151,100.0,0,74230,151.8,1,369,2,2,Patrick,1.3,18,2,47.0,344,False,208.2,0,794,50,0,0,0,2.6,0,0,van Aanholt,4.1,a,15,109.0,26,75000,138294,5.2,0,DEF,15,Sunderland,1.2,Bournemouth,3.036,4.164,2.18,757.64
429,0,0,116,100.0,0,45076,16.6,0,176,2,2,Lamine,1.3,17,0,27.5,346,False,172.6,0,810,44,0,0,0,1.4,0,0,Koné,1.2,a,15,85.0,13,14911,61717,3.0,0,DEF,15,Sunderland,1.2,Bournemouth,0.3772727272727273,3.9227272727272724,1.9318181818181819,440.7520000000001
430,0,0,37,50.0,0,160729,4.4,0,0,2,1,Jason,0.3,2,0,5.3,476,False,47.6,0,214,47,0,0,0,1.3,0,0,Denayer,0.1,a,15,0.0,5,600,2691,1.1,1,DEF,15,Sunderland,1.2,Bournemouth,0.09361702127659575,1.0127659574468086,0.0,23.72
431,0,0,102,,0,80935,6.3,0,0,2,2,Papy,0.3,16,0,25.0,499,False,203.8,0,679,43,0,0,0,1.0,0,0,Djilobodji,0.2,a,15,40.0,8,2757,6782,1.9,2,DEF,15,Sunderland,1.2,Bournemouth,0.14651162790697675,4.73953488372093,0.9302325581395349,98.036
432,0,0,34,,0,160816,17.7,0,3,2,1,Donald,0.3,5,0,6.2,506,False,44.2,0,195,41,0,0,0,0.8,0,0,Love,4.3,a,15,0.0,3,204512,77073,0.7,1,DEF,15,Sunderland,1.2,Bournemouth,0.4317073170731707,1.078048780487805,0.0,25.284
435,0,0,61,,0,109528,51.2,0,0,2,0,Javier,0.7,12,0,16.6,538,False,86.8,0,630,45,0,0,0,1.4,0,0,Manquillo,0.0,a,15,28.0,10,2132,1311,2.2,1,DEF,15,Sunderland,1.2,Bournemouth,1.1377777777777778,1.9288888888888889,0.6222222222222222,149.43999999999997
436,0,0,45,100.0,0,154976,152.8,0,33,3,0,Adnan,0.3,13,0,32.3,261,False,55.8,0,492,53,0,0,0,1.3,1,0,Januzaj,0.5,a,15,113.0,9,30893,48770,1.7,0,MID,15,Sunderland,1.2,Bournemouth,2.8830188679245285,1.0528301886792453,2.1320754716981134,124.776
437,0,0,38,0.0,0,57736,26.1,0,118,3,0,Jan,0.0,8,0,7.7,347,False,31.6,0,298,44,0,0,0,1.5,0,0,Kirchhoff,0.0,i,15,20.0,6,689,2385,1.4,1,MID,15,Sunderland,1.2,Bournemouth,0.5931818181818183,0.7181818181818183,0.45454545454545453,6.0
438,0,0,17,0.0,0,28448,5.5,0,246,3,0,Lee,0.0,3,0,2.6,348,False,20.2,0,175,43,0,0,0,1.5,0,0,Cattermole,0.1,i,15,0.0,3,1374,4796,0.7,1,MID,15,Sunderland,1.2,Bournemouth,0.12790697674418605,0.4697674418604651,0.0,3.0
440,1,1,89,100.0,0,49384,38.5,0,112,3,0,Jack,1.0,15,0,17.5,350,False,96.8,0,639,44,0,0,0,2.1,0,0,Rodwell,1.1,i,15,39.0,17,64715,66723,3.8,2,MID,15,Sunderland,1.2,Bournemouth,0.875,2.1999999999999997,0.8863636363636364,226.16
441,0,0,12,0.0,0,39187,31.3,0,180,3,0,Jeremain,0.0,1,0,9.7,351,False,14.2,0,69,59,0,0,0,1.0,0,0,Lens,0.0,u,15,52.0,2,155,2370,0.3,0,MID,15,Sunderland,1.2,Bournemouth,0.5305084745762711,0.2406779661016949,0.8813559322033898,2.0
442,0,0,29,100.0,1,60165,139.3,0,172,3,0,Wahbi,1.0,11,0,25.6,352,False,32.8,0,426,61,0,0,0,1.4,0,0,Khazri,0.2,a,15,84.0,10,691,10320,1.6,2,MID,15,Sunderland,1.2,Bournemouth,2.283606557377049,0.5377049180327869,1.3770491803278688,317.32
443,3,0,80,,1,115854,94.3,0,185,3,2,Duncan,3.3,18,0,30.7,353,False,79.6,0,773,49,0,0,0,2.6,0,0,Watmore,0.2,a,15,138.0,29,7471,7088,5.9,1,MID,15,Sunderland,1.2,Bournemouth,1.9244897959183673,1.6244897959183673,2.816326530612245,1264.124
444,0,0,36,,1,149016,65.4,0,0,3,0,Lynden,0.7,4,0,14.0,520,False,27.8,0,311,43,0,0,0,1.1,0,0,Gooch,0.1,a,15,50.0,9,3157,2343,2.0,3,MID,15,Sunderland,1.2,Bournemouth,1.5209302325581397,0.6465116279069768,1.1627906976744187,129.28799999999995
445,0,0,3,100.0,0,219727,0.0,0,0,3,0,Joel,0.0,0,0,0.2,521,False,0.0,0,10,45,0,0,0,1.0,0,0,Asoro,0.0,a,15,2.0,1,414,453,0.2,0,MID,15,Sunderland,1.2,Bournemouth,0.0,0.0,0.044444444444444446,1.0
446,0,0,38,100.0,2,7525,58.4,0,0,3,-2,Steven,0.3,4,0,14.1,533,False,39.4,0,438,49,0,0,0,1.0,1,0,Pienaar,0.0,s,15,43.0,8,689,683,1.6,3,MID,15,Sunderland,1.2,Bournemouth,1.1918367346938776,0.8040816326530612,0.8775510204081632,58.688
447,0,0,92,,0,144660,84.1,0,0,3,2,Didier,1.3,13,0,16.8,559,False,65.6,0,648,48,0,0,0,1.5,0,0,Ndong,0.0,a,15,20.0,12,687,526,2.5,3,MID,15,Sunderland,1.2,Bournemouth,1.7520833333333332,1.3666666666666665,0.4166666666666667,276.73199999999997
449,0,0,11,0.0,1,77454,19.1,0,280,4,0,Fabio,0.0,2,0,3.5,354,False,3.2,0,153,52,0,0,0,2.0,0,0,Borini,0.5,i,15,13.0,4,5692,65864,0.8,0,FWD,15,Sunderland,1.2,Bournemouth,0.36730769230769234,0.06153846153846154,0.25,4.0
450,1,12,178,100.0,0,7958,51.7,3,595,4,12,Jermain,7.0,20,6,71.7,355,False,233.2,0,982,74,0,0,0,5.5,0,0,Defoe,15.7,a,15,435.0,61,787467,424864,8.4,0,FWD,15,Sunderland,1.2,Bournemouth,0.6986486486486487,3.151351351351351,5.878378378378378,6108.160000000001
451,1,2,42,100.0,0,28593,29.1,0,0,4,10,Victor,3.3,2,1,11.0,575,False,39.2,0,105,45,0,0,0,4.0,0,0,Anichebe,0.7,a,15,41.0,12,30471,4703,2.7,1,FWD,15,Sunderland,1.2,Bournemouth,0.6466666666666667,0.8711111111111112,0.9111111111111111,444.828
452,0,4,199,,2,37096,0.0,0,366,1,1,Lukasz,2.7,21,0,23.2,356,False,232.4,0,990,50,0,0,1,3.4,0,32,Fabianski,4.8,a,16,0.0,37,128598,81867,7.4,0,GKP,16,Swansea,0.5,Man Utd,0.0,4.648,0.0,350.74
454,0,3,177,100.0,2,49539,189.9,0,239,2,0,Kyle,3.3,16,0,53.6,358,False,232.4,0,850,45,0,0,0,2.3,0,0,Naughton,1.1,a,16,113.0,23,27508,30791,5.1,1,DEF,16,Swansea,0.5,Man Utd,4.22,5.164444444444444,2.511111111111111,906.2449999999999
455,0,0,28,100.0,0,47390,12.3,0,321,2,0,Neil,0.3,7,0,3.9,360,False,25.2,0,220,42,0,0,0,0.7,0,0,Taylor,0.3,a,16,1.0,2,3759,35936,0.5,1,DEF,16,Swansea,0.5,Man Utd,0.29285714285714287,0.6,0.023809523809523808,7.7749999999999995
456,0,0,85,,0,42996,65.4,0,194,2,1,Angel,0.3,11,0,17.8,361,False,98.0,0,379,43,0,0,0,0.9,0,0,Rangel,0.3,a,16,14.0,7,2024,8247,1.6,0,DEF,16,Swansea,0.5,Man Utd,1.5209302325581397,2.2790697674418605,0.32558139534883723,33.61
457,0,0,126,,1,80789,14.1,0,63,2,0,Jordi,0.0,15,0,27.6,362,False,192.4,0,720,41,0,0,0,1.4,0,0,Amat,13.1,a,16,69.0,11,312008,169675,2.7,3,DEF,16,Swansea,0.5,Man Utd,0.3439024390243902,4.692682926829268,1.6829268292682926,11.0
458,0,0,84,75.0,1,57145,5.3,0,333,2,0,Federico,0.0,10,0,17.2,363,False,132.8,0,540,43,0,0,0,1.5,0,0,Fernández,1.5,a,16,33.0,9,8328,47555,2.1,3,DEF,16,Swansea,0.5,Man Utd,0.12325581395348836,3.088372093023256,0.7674418604651163,9.0
460,0,2,113,,2,96306,63.3,1,75,2,1,Stephen,2.3,9,0,16.7,365,False,89.8,0,585,41,0,0,0,2.7,0,0,Kingsley,12.9,a,16,14.0,19,490205,208719,4.6,0,DEF,16,Swansea,0.5,Man Utd,1.5439024390243903,2.190243902439024,0.34146341463414637,211.165
461,0,0,82,,1,97615,0.8,1,0,2,7,Mike,4.7,11,1,17.7,366,False,130.4,0,450,43,0,0,0,3.0,0,0,van der Hoorn,0.4,a,16,46.0,15,12734,7445,3.5,1,DEF,16,Swansea,0.5,Man Utd,0.018604651162790697,3.032558139534884,1.069767441860465,431.4200000000001
462,0,1,67,,1,149266,1.5,0,0,2,1,Alfie,2.3,6,0,7.4,558,False,68.6,0,270,45,1,0,0,2.3,0,0,Mawson,0.0,a,16,4.0,7,796,299,1.6,0,DEF,16,Swansea,0.5,Man Utd,0.03333333333333333,1.5244444444444443,0.08888888888888889,92.21499999999999
463,0,0,124,,1,40145,90.4,0,376,3,0,Jack,0.3,14,0,24.3,367,False,113.6,0,672,47,0,0,0,1.9,0,0,Cork,0.1,a,16,39.0,17,1061,3338,3.6,1,MID,16,Swansea,0.5,Man Utd,1.923404255319149,2.4170212765957446,0.8297872340425532,53.449999999999996
464,3,4,164,,1,55422,308.9,0,586,3,5,Gylfi,4.0,21,2,81.8,368,False,225.4,0,897,72,0,0,0,3.9,0,0,Sigurdsson,3.2,a,16,283.0,43,43450,209701,6.0,1,MID,16,Swansea,0.5,Man Utd,4.290277777777778,3.1305555555555555,3.9305555555555554,1677.6
465,0,1,90,,2,11829,222.8,0,269,3,1,Wayne,4.0,14,1,42.6,369,False,93.0,0,623,47,0,0,0,2.6,0,0,Routledge,0.3,a,16,110.0,23,10862,21315,4.9,0,MID,16,Swansea,0.5,Man Utd,4.740425531914894,1.9787234042553192,2.3404255319148937,874.6
466,0,0,60,100.0,1,15114,27.3,0,166,3,2,Leon,1.3,10,0,7.2,370,False,39.2,0,417,44,0,0,0,1.5,0,0,Britton,0.1,a,16,4.0,9,1151,2549,2.0,2,MID,16,Swansea,0.5,Man Utd,0.6204545454545455,0.890909090909091,0.09090909090909091,54.825
467,0,0,4,,0,96305,1.0,0,4,3,0,Jay,0.0,1,0,2.4,371,False,3.0,0,19,44,0,0,0,1.0,0,0,Fulton,0.0,a,16,20.0,1,566,968,0.2,0,MID,16,Swansea,0.5,Man Utd,0.022727272727272728,0.06818181818181818,0.45454545454545453,1.0
468,0,0,98,100.0,1,76542,89.0,0,241,3,2,Sung-yueng,2.3,13,0,17.8,372,False,76.8,0,542,51,0,0,0,1.6,0,0,Ki,0.1,a,16,12.0,16,908,3636,3.1,0,MID,16,Swansea,0.5,Man Utd,1.7450980392156863,1.5058823529411764,0.23529411764705882,220.47
469,0,0,31,100.0,0,49195,66.0,0,202,3,1,Jefferson,0.3,2,0,16.7,373,False,43.6,0,165,50,0,0,0,1.0,0,0,Montero,0.1,d,16,57.0,5,1788,7463,1.0,0,MID,16,Swansea,0.5,Man Utd,1.32,0.872,1.14,29.99
470,0,3,168,,2,49277,95.2,1,107,3,1,Leroy,1.0,15,4,53.5,375,False,217.8,0,789,51,0,0,0,4.2,0,0,Fer,8.0,a,16,223.0,42,524704,349187,8.2,2,MID,16,Swansea,0.5,Man Utd,1.8666666666666667,4.270588235294118,4.372549019607843,310.0
471,0,0,1,0.0,0,21083,0.3,0,64,3,0,Nathan,0.0,1,0,0.1,376,False,0.4,0,6,47,0,0,0,1.0,0,0,Dyer,0.1,a,16,0.0,1,907,6510,0.2,0,MID,16,Swansea,0.5,Man Utd,0.006382978723404255,0.00851063829787234,0.0,1.0
475,2,0,114,100.0,2,111787,259.6,0,120,4,1,Modou,1.7,12,0,53.8,379,False,125.0,0,702,50,0,0,0,2.2,0,0,Barrow,1.7,a,16,156.0,24,80042,45433,4.8,0,FWD,16,Swansea,0.5,Man Utd,5.192,2.5,3.12,483.51
476,1,1,61,100.0,1,19760,164.7,0,0,4,1,Fernando,1.3,16,1,56.2,500,False,90.6,0,698,61,0,0,0,2.7,0,0,Llorente,1.3,a,16,313.0,24,71241,134773,3.9,0,FWD,16,Swansea,0.5,Man Utd,2.6999999999999997,1.4852459016393442,5.131147540983607,393.395
477,1,1,52,100.0,1,83091,28.7,0,0,4,2,Borja,1.7,6,1,16.6,507,False,42.8,0,351,69,0,0,0,2.6,0,0,Bastón,0.1,a,16,98.0,18,5845,7259,2.6,0,FWD,16,Swansea,0.5,Man Utd,0.41594202898550725,0.6202898550724637,1.4202898550724639,162.075
478,0,0,3,,0,169432,2.3,0,0,4,0,Oliver,0.0,0,0,0.2,546,False,0.0,0,5,45,0,0,0,1.0,0,0,McBurnie,0.1,a,16,0.0,1,4928,3224,0.2,0,FWD,16,Swansea,0.5,Man Utd,0.05111111111111111,0.0,0.0,1.0
479,0,1,169,100.0,4,37915,0.0,0,419,1,2,Hugo,3.3,5,0,18.7,380,False,185.6,0,754,55,0,0,0,4.2,0,19,Lloris,6.9,a,17,2.0,38,135822,187498,6.9,0,GKP,17,Spurs,1.0,Arsenal,0.0,3.3745454545454545,0.03636363636363636,657.0799999999999
480,0,0,51,,1,39215,0.0,0,3,1,0,Michel,0.0,1,0,5.5,381,False,55.6,0,236,49,0,0,0,3.0,0,6,Vorm,0.3,a,17,0.0,9,17608,19020,1.8,0,GKP,17,Spurs,1.0,Arsenal,0.0,1.1346938775510205,0.0,9.0
483,0,0,157,0.0,4,55605,18.6,0,598,2,0,Toby,0.0,3,0,30.0,382,False,170.8,0,689,64,0,0,0,3.9,0,0,Alderweireld,11.2,i,17,109.0,31,70008,514154,4.8,0,DEF,17,Spurs,1.0,Arsenal,0.290625,2.66875,1.703125,31.0
484,1,3,141,100.0,3,38290,103.0,1,346,2,2,Danny,2.7,4,1,39.9,383,False,172.4,0,630,59,0,0,0,4.9,0,0,Rose,5.8,a,17,123.0,34,118975,195273,5.8,4,DEF,17,Spurs,1.0,Arsenal,1.7457627118644068,2.922033898305085,2.0847457627118646,1109.68
485,2,8,237,100.0,5,58621,174.7,1,461,2,2,Kyle,3.7,5,0,43.5,384,True,218.4,0,916,61,0,0,0,4.8,0,0,Walker,37.4,a,17,42.0,53,943551,310770,8.7,2,DEF,17,Spurs,1.0,Arsenal,2.863934426229508,3.580327868852459,0.6885245901639344,1662.87
486,0,2,231,100.0,5,39194,9.0,0,335,2,2,Jan,3.0,6,0,34.1,385,False,303.8,0,990,57,0,0,0,3.6,0,0,Vertonghen,8.5,a,17,27.0,40,273278,82890,7.0,4,DEF,17,Spurs,1.0,Arsenal,0.15789473684210525,5.329824561403509,0.47368421052631576,1059.4
487,0,0,56,0.0,1,115556,42.4,0,192,2,0,Ben,0.0,2,0,15.9,386,False,60.4,0,284,48,0,0,0,2.5,0,0,Davies,0.2,i,17,57.0,10,6239,10520,2.1,1,DEF,17,Spurs,1.0,Arsenal,0.8833333333333333,1.2583333333333333,1.1875,10.0
488,0,0,2,,0,77794,0.6,0,110,2,1,Kieran,0.3,0,0,0.4,387,False,1.0,0,11,48,0,0,0,1.0,0,0,Trippier,0.1,a,17,2.0,1,706,3065,0.2,0,DEF,17,Spurs,1.0,Arsenal,0.012499999999999999,0.020833333333333332,0.041666666666666664,2.08
492,0,0,97,100.0,4,93264,52.3,0,526,3,1,Eric,2.0,5,0,21.3,390,False,112.4,0,721,51,0,0,0,1.9,0,0,Dier,5.3,a,17,47.0,19,18823,350023,3.7,2,MID,17,Spurs,1.0,Arsenal,1.0254901960784313,2.203921568627451,0.9215686274509803,442.4
493,1,3,88,75.0,2,39104,74.8,0,473,3,8,Mousa,4.3,3,0,18.4,391,False,86.2,0,369,54,0,0,0,3.2,0,0,Dembélé,0.2,a,17,23.0,16,7528,7061,3.0,1,MID,17,Spurs,1.0,Arsenal,1.385185185185185,1.5962962962962963,0.42592592592592593,807.1999999999999
494,1,4,93,0.0,4,62974,275.2,0,519,3,0,Erik,0.7,2,1,62.2,393,False,121.8,0,595,67,0,1,0,3.1,0,0,Lamela,4.7,i,17,225.0,28,301366,489087,4.2,1,MID,17,Spurs,1.0,Arsenal,4.107462686567164,1.817910447761194,3.3582089552238807,463.4
495,3,2,142,,4,80607,382.7,0,738,3,2,Christian,2.3,6,0,87.7,394,False,176.8,0,863,81,0,0,0,3.5,0,0,Eriksen,4.7,a,17,316.0,35,69619,314200,4.3,0,MID,17,Spurs,1.0,Arsenal,4.724691358024692,2.1827160493827162,3.9012345679012346,2048.6499999999996
