,assists,bonus,bps,chance_of_playing_this_round,clean_sheets,code,creativity,dreamteam_count,ea_index,element_type,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id_x,in_dreamteam,influence,loans_out,minutes,now_cost,own_goals,penalties_missed,penalties_saved,points_per_game,red_cards,saves,second_name,selected_by_percent,status,team,threat,total_points,transfers_in,transfers_out,value_season,yellow_cards,singular_name_short,team_id,team_name,matchup,opponent_name,creativecost,influencecost,threatcost,myscore
126,0,0,134,100.0,1,7906,18.0,0,366,2,0,Damien,0.3,14,0,24.6,107,False,198.6,0,846,49,0,0,0,1.8,0,0,Delaney,0.7,a,5,30.0,18,7333,24387,3.7,2,DEF,5,Crystal Palace,1.2,Burnley,0.3673469387755102,4.053061224489796,0.6122448979591837,106.77599999999998
127,0,0,37,0.0,0,79228,33.5,0,354,2,0,Pape,0.0,3,0,9.7,108,False,53.6,0,270,42,0,0,0,2.0,0,0,Souaré,0.3,i,5,9.0,6,20086,49843,1.4,0,DEF,5,Crystal Palace,1.2,Burnley,0.7976190476190477,1.2761904761904763,0.21428571428571427,6.0
128,1,0,26,,0,106603,34.6,0,0,2,1,Ezekiel,0.7,2,0,7.2,580,False,34.0,0,107,45,0,0,0,1.8,0,0,Fryers,0.0,a,5,4.0,7,780,434,1.6,0,DEF,5,Crystal Palace,1.2,Burnley,0.768888888888889,0.7555555555555555,0.08888888888888889,67.98399999999998
130,3,4,180,100.0,0,19197,414.2,0,381,3,1,Jason,0.7,11,0,72.2,110,False,200.0,0,781,53,0,0,0,2.8,0,0,Puncheon,0.9,a,5,107.0,28,60969,73458,5.3,3,MID,5,Crystal Palace,1.2,Burnley,7.815094339622641,3.7735849056603774,2.018867924528302,633.808
131,4,4,154,100.0,0,82403,241.2,0,353,3,5,Wilfried,5.3,16,1,81.7,111,False,256.4,0,835,53,0,0,0,3.7,0,0,Zaha,2.3,a,5,318.0,37,108827,104917,7.0,3,MID,5,Crystal Palace,1.2,Burnley,4.5509433962264145,4.837735849056603,6.0,5224.215999999999
132,0,0,8,0.0,0,59115,31.2,0,118,3,0,Mile,0.0,1,0,4.3,112,False,11.8,0,90,45,0,0,0,2.0,0,0,Jedinak,0.2,u,5,0.0,2,1079,24557,0.4,0,MID,5,Crystal Palace,1.2,Burnley,0.6933333333333334,0.26222222222222225,0.0,2.0
133,0,1,107,100.0,1,18805,59.3,0,121,3,1,Joe,1.7,12,1,16.8,113,False,91.0,0,577,45,0,0,0,2.4,0,0,Ledley,0.7,d,5,19.0,22,20880,22059,4.9,0,MID,5,Crystal Palace,1.2,Burnley,1.3177777777777777,2.022222222222222,0.4222222222222222,367.372
134,1,7,170,100.0,0,50471,109.9,1,282,3,1,James,6.0,16,4,50.3,114,False,227.6,0,744,50,0,0,0,5.1,0,0,McArthur,2.4,a,5,165.0,46,123382,37394,9.2,2,MID,5,Crystal Palace,1.2,Burnley,2.198,4.552,3.3,3664.0
135,0,0,7,,0,49438,12.8,0,54,3,0,Jordon,0.0,1,0,1.8,115,False,4.8,0,9,43,0,0,0,1.0,0,0,Mutch,0.1,a,5,0.0,1,2315,3927,0.2,0,MID,5,Crystal Palace,1.2,Burnley,0.29767441860465116,0.11162790697674418,0.0,1.0
137,1,0,73,,2,75773,96.5,0,56,3,0,Chung-yong,1.0,5,0,19.3,117,False,55.0,0,277,44,0,0,0,1.9,0,0,Lee,0.3,d,5,40.0,17,12465,12203,3.9,0,MID,5,Crystal Palace,1.2,Burnley,2.1931818181818183,1.25,0.9090909090909091,246.79999999999998
138,0,3,111,100.0,0,27341,179.6,1,397,3,2,Yohan,4.3,14,1,54.4,118,False,133.6,0,548,56,0,1,0,1.9,0,0,Cabaye,1.2,a,5,231.0,17,10253,112245,3.0,3,MID,5,Crystal Palace,1.2,Burnley,3.207142857142857,2.3857142857142857,4.125,2825.0719999999997
140,2,4,157,,1,60252,305.7,1,315,3,6,Andros,3.0,14,1,71.7,120,False,179.2,0,886,61,0,0,0,3.2,0,0,Townsend,2.7,a,5,235.0,35,76355,207912,5.7,2,MID,5,Crystal Palace,1.2,Burnley,5.011475409836065,2.9377049180327868,3.8524590163934427,2626.64
143,0,0,7,,0,18155,10.2,0,0,3,0,Mathieu,0.0,1,0,2.0,576,False,9.8,0,20,44,0,0,0,1.0,0,0,Flamini,0.0,a,5,0.0,2,2043,1442,0.5,0,MID,5,Crystal Palace,1.2,Burnley,0.2318181818181818,0.22272727272727275,0.0,2.0
146,0,0,4,100.0,0,28541,3.2,0,12,4,0,Fraizer,0.7,1,0,1.5,121,False,0.0,0,24,44,0,0,0,1.0,0,0,Campbell,1.1,a,5,13.0,2,40285,26084,0.5,0,FWD,5,Crystal Palace,1.2,Burnley,0.07272727272727274,0.0,0.29545454545454547,15.607999999999997
147,0,0,37,100.0,0,59125,29.7,0,225,4,5,Connor,1.7,4,1,17.0,122,False,53.8,0,316,56,0,0,0,2.2,0,0,Wickham,0.4,a,5,92.0,13,10286,42181,2.3,0,FWD,5,Crystal Palace,1.2,Burnley,0.5303571428571429,0.9607142857142856,1.6428571428571428,371.0199999999999
148,0,2,90,,0,54861,160.0,0,315,4,6,Christian,3.3,17,4,79.5,213,False,162.2,0,803,76,0,1,0,3.6,0,0,Benteke,6.8,a,5,483.0,32,427571,268435,4.2,2,FWD,5,Crystal Palace,1.2,Burnley,2.1052631578947367,2.134210526315789,6.355263157894737,3220.5919999999996
151,0,0,3,0.0,0,191769,0.3,0,0,4,0,Jonathan,0.0,0,0,1.4,579,False,5.0,0,7,44,0,0,0,1.0,0,0,Benteke,0.1,i,5,9.0,1,11329,8863,0.2,0,FWD,5,Crystal Palace,1.2,Burnley,0.006818181818181818,0.11363636363636363,0.20454545454545456,1.0
153,0,0,148,100.0,3,40383,10.0,0,233,1,1,Fraser,1.3,12,0,12.7,294,False,117.0,0,990,50,0,0,0,2.8,0,15,Forster,4.3,d,13,0.0,31,64752,92227,6.2,2,GKP,13,Southampton,1.5,Hull,0.2,2.34,0.0,278.65
156,1,3,113,100.0,3,40146,96.8,1,415,2,0,Ryan,0.3,6,0,21.8,296,False,101.6,0,527,54,0,0,0,4.2,0,0,Bertrand,0.9,d,13,19.0,25,33989,36289,4.6,2,DEF,13,Southampton,1.5,Hull,1.7925925925925925,1.8814814814814813,0.35185185185185186,122.82999999999998
157,0,4,178,75.0,3,38580,40.6,0,487,2,1,Jose,1.3,11,0,28.6,297,False,176.0,0,900,54,0,0,0,3.1,0,0,Fonte,4.5,a,13,69.0,31,60788,90695,5.7,1,DEF,13,Southampton,1.5,Hull,0.7518518518518519,3.259259259259259,1.2777777777777777,587.9200000000001
158,1,0,36,,0,80447,20.6,0,152,2,3,Maya,1.0,3,0,9.7,298,False,33.2,0,180,43,0,0,0,2.5,0,0,Yoshida,0.3,a,13,43.0,5,3127,9863,1.2,1,DEF,13,Southampton,1.5,Hull,0.4790697674418605,0.772093023255814,1.0,150.20000000000002
159,0,0,59,0.0,0,169359,81.6,0,169,2,0,Matt,0.0,4,0,14.7,299,False,55.8,0,283,43,0,0,0,1.5,0,0,Targett,0.4,i,13,9.0,6,13198,31525,1.4,0,DEF,13,Southampton,1.5,Hull,1.897674418604651,1.2976744186046512,0.20930232558139536,6.0
161,0,5,131,0.0,2,58822,136.0,0,320,2,0,Cédric,0.0,6,0,30.2,301,False,130.2,0,552,49,0,0,0,3.4,0,0,Soares,1.0,a,13,35.0,24,56200,66211,4.9,0,DEF,13,Southampton,1.5,Hull,2.7755102040816326,2.657142857142857,0.7142857142857143,24.0
162,0,0,69,,1,56192,61.2,0,203,2,0,Cuco,1.0,4,0,12.3,302,False,49.4,0,346,43,0,0,0,2.2,0,0,Martina,0.7,a,13,14.0,13,30180,9864,3.0,0,DEF,13,Southampton,1.5,Hull,1.4232558139534885,1.1488372093023256,0.32558139534883723,199.89999999999998
163,0,4,210,,3,97032,32.3,1,452,2,1,Virgil,1.3,12,0,43.6,303,False,280.2,0,990,54,0,0,0,2.8,0,0,van Dijk,9.2,a,13,123.0,31,99298,219523,5.7,3,DEF,13,Southampton,1.5,Hull,0.5981481481481481,5.188888888888889,2.2777777777777777,880.2249999999999
164,0,0,2,0.0,0,40833,16.8,0,0,2,0,Jérémy,0.0,0,0,3.4,492,False,0.0,0,12,48,0,0,0,1.0,0,0,Pied,0.0,i,13,17.0,1,151,2508,0.2,0,DEF,13,Southampton,1.5,Hull,0.35000000000000003,0.0,0.3541666666666667,1.0
166,0,7,164,100.0,3,83283,344.5,0,379,3,2,Nathan,4.3,12,3,94.4,304,False,189.6,0,973,60,0,0,0,4.2,0,0,Redmond,8.1,a,13,409.0,46,412445,382668,7.7,1,MID,13,Southampton,1.5,Hull,5.741666666666666,3.1599999999999997,6.816666666666666,6128.995
167,1,0,175,,3,17339,302.3,0,535,3,2,Steven,2.0,12,0,61.6,305,False,146.2,0,966,52,0,0,0,2.5,0,0,Davis,0.6,a,13,168.0,27,3503,31276,5.2,1,MID,13,Southampton,1.5,Hull,5.813461538461539,2.8115384615384613,3.230769230769231,1876.5
168,1,0,68,,0,101178,90.5,0,266,3,1,James,0.7,2,1,24.2,306,False,84.0,0,118,51,0,0,0,2.0,0,0,Ward-Prowse,0.2,a,13,67.0,16,1624,9333,3.1,0,MID,13,Southampton,1.5,Hull,1.7745098039215685,1.6470588235294117,1.3137254901960784,269.575
170,2,0,129,,4,62399,509.8,0,564,3,1,Dusan,1.7,10,1,101.4,308,False,165.2,0,855,72,0,0,0,3.2,0,0,Tadic,2.1,d,13,338.0,35,62036,184501,4.9,2,MID,13,Southampton,1.5,Hull,7.080555555555556,2.2944444444444443,4.694444444444445,2618.1499999999996
171,0,0,51,,0,85654,60.7,0,183,3,1,Jordy,1.3,9,0,13.9,309,False,36.2,0,488,47,0,0,0,1.6,0,0,Clasie,0.1,a,13,54.0,11,1328,2912,2.3,2,MID,13,Southampton,1.5,Hull,1.2914893617021277,0.7702127659574469,1.148936170212766,305.255
172,0,3,174,100.0,3,78056,75.2,0,239,3,1,Oriol,1.3,10,0,29.7,310,False,154.2,0,911,45,0,0,0,2.2,0,0,Romeu Vidal,0.5,a,13,68.0,24,23823,13625,5.3,3,MID,13,Southampton,1.5,Hull,1.6711111111111112,3.4266666666666663,1.511111111111111,603.9300000000001
173,0,2,26,0.0,0,44683,20.1,0,56,3,1,Jay,0.3,3,1,13.7,311,False,42.4,0,103,63,0,0,0,2.4,0,0,Rodriguez,0.2,a,13,75.0,12,3672,15927,1.9,0,MID,13,Southampton,1.5,Hull,0.3190476190476191,0.673015873015873,1.1904761904761905,73.875
174,0,0,98,,2,132015,148.6,0,0,3,0,Pierre-Emile,0.7,4,0,33.2,312,False,102.8,0,487,43,0,0,0,1.6,0,0,Højbjerg,1.6,d,13,82.0,14,34059,85961,3.3,1,MID,13,Southampton,1.5,Hull,3.455813953488372,2.3906976744186044,1.9069767441860466,364.06999999999994
175,0,0,13,100.0,0,128198,54.3,0,0,3,1,Sofiane,1.0,0,0,9.4,551,False,23.0,0,76,68,0,0,0,1.0,0,0,Boufal,0.1,a,13,16.0,3,6665,4255,0.4,0,MID,13,Southampton,1.5,Hull,0.7985294117647058,0.3382352941176471,0.23529411764705882,142.95
179,1,0,50,,0,153373,23.1,0,0,3,0,Sam,1.0,2,0,6.0,592,False,35.2,0,180,45,0,0,0,2.7,0,0,McQueen,0.1,a,13,2.0,8,3502,1301,1.8,0,MID,13,Southampton,1.5,Hull,0.5133333333333334,0.7822222222222223,0.044444444444444446,98.45
180,0,0,16,0.0,0,20452,75.1,0,435,4,0,Shane,0.0,5,0,26.2,313,False,28.6,0,324,61,0,0,0,1.1,0,0,Long,3.2,i,13,160.0,8,50154,433177,1.3,1,FWD,13,Southampton,1.5,Hull,1.2311475409836066,0.46885245901639344,2.622950819672131,8.0
181,1,7,166,,4,78356,66.9,1,32,4,7,Charlie,3.7,5,5,71.5,314,False,214.8,0,629,68,0,0,0,4.7,0,0,Austin,15.1,a,13,436.0,47,663404,144110,7.0,0,FWD,13,Southampton,1.5,Hull,0.9838235294117648,3.158823529411765,6.411764705882353,4030.2349999999997
182,0,0,26,,1,78315,0.0,0,110,1,0,Joel,2.3,0,0,2.2,123,False,21.6,0,90,48,0,0,0,7.0,0,3,Robles,0.1,a,6,0.0,7,975,2971,1.5,0,GKP,6,Everton,0.8,Chelsea,0.0,0.45,0.0,46.744
183,0,3,169,100.0,2,10318,0.0,1,151,1,1,Maarten,0.7,13,0,20.9,124,False,209.0,0,900,51,1,0,2,3.9,0,22,Stekelenburg,4.4,a,6,0.0,39,181075,85223,7.6,2,GKP,6,Everton,0.8,Chelsea,0.0,4.098039215686274,0.0,156.04
185,1,2,108,0.0,2,12745,110.6,0,212,2,0,Leighton,0.0,3,0,22.3,125,False,74.8,0,450,53,0,1,0,4.2,0,0,Baines,4.7,a,6,38.0,21,227749,382248,3.9,0,DEF,6,Everton,0.8,Chelsea,2.0867924528301884,1.411320754716981,0.7169811320754716,21.0
186,0,4,157,100.0,2,59949,52.7,1,327,2,0,Seamus,2.0,11,1,29.8,126,False,183.2,0,720,55,0,0,0,3.6,0,0,Coleman,4.6,a,6,61.0,29,175928,124850,5.3,2,DEF,6,Everton,0.8,Chelsea,0.9581818181818182,3.3309090909090906,1.1090909090909091,504.03999999999996
187,1,3,188,100.0,2,7645,15.7,0,221,2,-1,Phil,0.3,13,0,32.9,127,False,266.8,0,908,51,0,0,0,2.8,0,0,Jagielka,6.2,a,6,47.0,31,252630,104729,6.1,1,DEF,6,Everton,0.8,Chelsea,0.3078431372549019,5.231372549019608,0.9215686274509803,110.08
190,0,1,85,,1,121221,15.6,0,304,2,0,Ramiro,2.3,7,0,12.3,132,False,75.8,0,378,47,0,0,0,2.0,0,0,Funes Mori,1.4,a,6,32.0,14,16195,71146,3.0,0,DEF,6,Everton,0.8,Chelsea,0.33191489361702126,1.6127659574468085,0.6808510638297872,241.05599999999995
191,0,1,179,100.0,3,19159,24.4,0,487,2,0,Ashley,2.7,11,0,34.9,359,False,231.6,0,820,51,0,0,0,2.8,0,0,Williams,8.5,a,6,93.0,28,180412,150102,5.5,1,DEF,6,Everton,0.8,Chelsea,0.4784313725490196,4.541176470588235,1.8235294117647058,781.8400000000001
192,1,3,78,,1,194164,25.9,0,0,2,0,Mason,0.0,2,0,12.3,495,False,70.4,0,270,41,0,0,0,5.3,0,0,Holgate,3.2,a,6,26.0,16,301975,224412,3.8,0,DEF,6,Everton,0.8,Chelsea,0.6317073170731707,1.7170731707317075,0.6341463414634146,16.0
193,4,3,148,,3,55452,261.7,0,469,3,0,Yannick,5.0,11,1,64.2,109,False,207.0,0,801,61,0,0,0,3.5,0,0,Bolasie,6.5,a,6,173.0,39,271705,205381,6.4,3,MID,6,Everton,0.8,Chelsea,4.2901639344262295,3.3934426229508197,2.8360655737704916,2605.8
194,2,1,107,,3,26901,216.1,0,245,3,1,Kevin,2.0,8,1,57.3,133,False,109.6,0,666,62,0,0,0,3.0,0,0,Mirallas,2.0,a,6,253.0,33,201423,188134,5.3,0,MID,6,Everton,0.8,Chelsea,3.485483870967742,1.7677419354838708,4.080645161290323,958.9200000000001
195,1,5,126,,2,88894,348.9,0,654,3,2,Ross,4.7,12,2,86.5,134,False,174.8,0,830,71,0,0,0,3.8,0,0,Barkley,7.2,a,6,341.0,38,460807,570956,5.3,1,MID,6,Everton,0.8,Chelsea,4.914084507042253,2.4619718309859158,4.802816901408451,3289.272
196,0,0,56,100.0,0,43250,59.2,0,241,3,2,Tom,1.3,8,0,13.1,135,False,47.0,0,340,52,0,0,0,1.3,0,0,Cleverley,0.1,a,6,25.0,10,942,7010,1.9,1,MID,6,Everton,0.8,Chelsea,1.1384615384615384,0.9038461538461539,0.4807692307692308,146.448
197,0,0,22,0.0,0,50472,7.5,0,365,3,0,James,0.0,3,0,4.0,136,False,31.2,0,161,48,0,0,0,1.3,0,0,McCarthy,0.2,a,6,0.0,4,1781,10541,0.8,0,MID,6,Everton,0.8,Chelsea,0.15625,0.65,0.0,4.0
198,0,3,160,,3,1632,136.0,0,418,3,1,Gareth,1.7,13,2,52.3,137,False,240.2,0,923,46,0,0,0,2.9,0,0,Barry,5.5,s,6,147.0,32,320943,233918,7.0,5,MID,6,Everton,0.8,Chelsea,2.9565217391304346,5.221739130434782,3.1956521739130435,743.5520000000001
201,0,0,65,,1,77762,42.8,0,130,3,1,Bryan,1.7,7,0,12.0,140,False,77.0,0,475,43,0,0,0,1.5,0,0,Oviedo,0.2,a,6,0.0,9,7310,5727,2.1,3,MID,6,Everton,0.8,Chelsea,0.9953488372093022,1.7906976744186047,0.0,171.928
202,0,0,31,,0,94924,74.5,0,283,3,0,Gerard,0.3,3,0,20.4,141,False,29.6,0,293,60,0,0,0,1.3,0,0,Deulofeu,1.0,a,6,100.0,9,17888,124674,1.5,0,MID,6,Everton,0.8,Chelsea,1.2416666666666667,0.49333333333333335,1.6666666666666667,57.984
203,0,0,18,100.0,0,17349,2.2,0,278,3,1,Aaron,0.7,1,0,2.0,142,False,17.0,0,50,56,0,0,0,1.0,0,0,Lennon,0.2,a,6,0.0,3,1333,11112,0.5,0,MID,6,Everton,0.8,Chelsea,0.03928571428571429,0.30357142857142855,0.0,13.752
204,1,1,186,0.0,3,80801,160.3,0,270,3,0,Idrissa,1.0,7,0,41.8,488,False,175.2,0,882,50,0,0,0,2.2,0,0,Gueye,0.3,a,6,82.0,22,21606,21136,4.4,5,MID,6,Everton,0.8,Chelsea,3.2060000000000004,3.5039999999999996,1.64,356.0
205,0,0,5,,0,173807,3.3,0,0,3,1,Tom,0.3,0,0,0.8,512,False,4.6,0,43,44,0,0,0,1.0,0,0,Davies,0.0,a,6,0.0,3,1120,1292,0.7,0,MID,6,Everton,0.8,Chelsea,0.075,0.10454545454545454,0.0,4.896
206,3,13,248,100.0,3,66749,249.7,2,754,4,2,Romelu,6.3,11,7,110.5,143,True,373.4,0,836,99,0,0,0,6.9,0,0,Lukaku,35.2,a,6,482.0,69,1466233,419382,7.0,0,FWD,6,Everton,0.8,Chelsea,2.522222222222222,3.7717171717171714,4.8686868686868685,5638.704
207,0,0,9,0.0,0,26921,17.2,0,289,4,0,Arouna,0.0,0,0,4.6,144,False,6.8,0,46,51,0,0,0,1.0,0,0,Koné,0.9,i,6,22.0,3,12256,60979,0.6,0,FWD,6,Everton,0.8,Chelsea,0.3372549019607843,0.13333333333333333,0.43137254901960786,3.0
209,1,0,17,100.0,1,148179,5.2,0,200,4,0,Enner,0.3,4,0,14.7,469,False,5.8,0,247,53,0,0,0,1.8,0,0,Valencia,1.9,a,6,139.0,11,85442,140384,2.1,0,FWD,6,Everton,0.8,Chelsea,0.09811320754716982,0.10943396226415095,2.6226415094339623,47.0
212,0,0,114,100.0,1,11974,0.0,1,0,1,0,Eldin,0.0,7,0,16.3,147,False,162.6,0,450,40,0,0,1,4.6,0,21,Jakupovic,19.8,a,7,0.0,23,432358,242188,5.8,0,GKP,7,Hull,0.5,Southampton,0.0,4.0649999999999995,0.0,23.0
214,0,0,107,,0,15144,0.3,0,0,1,4,David,2.7,17,0,18.0,554,False,179.8,0,540,45,0,0,0,2.2,0,26,Marshall,0.1,a,7,0.0,13,4650,1973,2.9,0,GKP,7,Hull,0.5,Southampton,0.006666666666666666,3.9955555555555557,0.0,256.13500000000005
216,1,3,199,,1,19115,13.2,1,0,2,2,Curtis,1.7,24,0,44.2,149,False,357.8,0,990,50,0,0,0,2.0,0,0,Davies,2.2,a,7,71.0,22,96845,74933,4.4,1,DEF,7,Hull,0.5,Southampton,0.264,7.156000000000001,1.42,397.7
217,0,2,53,100.0,0,12679,1.5,1,0,2,10,Michael,3.7,4,1,15.6,150,False,137.0,0,270,44,1,0,0,3.7,0,0,Dawson,0.2,a,7,17.0,11,8449,1480,2.5,0,DEF,7,Hull,0.5,Southampton,0.03409090909090909,3.1136363636363638,0.38636363636363635,298.675
219,0,1,115,0.0,1,122798,54.4,0,0,2,0,Andrew,0.0,17,0,18.3,152,False,121.2,0,692,44,0,0,0,1.6,0,0,Robertson,1.0,i,7,7.0,13,47964,59985,3.0,2,DEF,7,Hull,0.5,Southampton,1.2363636363636363,2.7545454545454544,0.1590909090909091,13.0
220,1,0,84,100.0,0,95658,12.8,0,0,2,2,Harry,1.7,14,0,14.1,153,False,106.4,0,378,44,0,0,0,1.1,0,0,Maguire,0.0,a,7,21.0,8,1408,983,1.8,0,DEF,7,Hull,0.5,Southampton,0.29090909090909095,2.4181818181818184,0.4772727272727273,127.17000000000002
224,1,9,179,50.0,2,18987,252.8,1,0,3,14,Robert,5.3,21,4,67.3,155,False,223.4,0,832,55,0,0,0,5.2,0,0,Snodgrass,4.1,a,7,207.0,52,425361,352745,9.5,1,MID,7,Hull,0.5,Southampton,4.596363636363637,4.0618181818181816,3.7636363636363637,1862.48
225,1,0,185,,1,74033,107.6,0,0,3,5,Sam,2.3,24,0,30.8,156,False,165.6,0,972,47,0,0,0,2.0,0,0,Clucas,0.0,a,7,34.0,22,1197,2773,4.7,4,MID,7,Hull,0.5,Southampton,2.2893617021276595,3.5234042553191487,0.723404255319149,375.28
226,1,0,149,,1,49944,56.6,0,0,3,2,Jake,2.0,24,0,31.4,157,False,231.6,0,939,48,0,0,0,1.9,1,0,Livermore,0.1,a,7,27.0,21,2389,4325,4.4,1,MID,7,Hull,0.5,Southampton,1.1791666666666667,4.825,0.5625,336.20000000000005
227,0,0,138,100.0,1,37339,72.5,0,0,3,2,Ahmed,2.0,22,0,24.8,158,False,144.8,0,838,48,0,0,0,1.7,1,0,Elmohamady,0.3,a,7,31.0,17,6257,18561,3.5,0,MID,7,Hull,0.5,Southampton,1.5104166666666667,3.016666666666667,0.6458333333333334,265.3
229,1,0,90,,1,15109,86.2,0,0,3,1,Tom,1.0,13,0,18.5,160,False,63.4,0,592,47,0,0,0,1.7,0,0,Huddlestone,0.2,a,7,35.0,17,3960,8331,3.6,2,MID,7,Hull,0.5,Southampton,1.8340425531914895,1.348936170212766,0.7446808510638298,109.30000000000001
230,0,0,126,,1,53371,111.1,0,0,3,0,David,0.7,17,1,28.0,161,False,128.4,0,660,45,0,0,0,2.1,0,0,Meyler,0.3,a,7,39.0,21,13917,11084,4.7,1,MID,7,Hull,0.5,Southampton,2.468888888888889,2.8533333333333335,0.8666666666666667,118.475
231,1,2,55,100.0,0,9110,38.8,1,0,3,0,Shaun,0.0,5,1,16.0,162,False,73.6,0,151,45,0,0,0,3.0,0,0,Maloney,1.0,i,7,48.0,15,88026,70255,3.3,0,MID,7,Hull,0.5,Southampton,0.8622222222222221,1.6355555555555554,1.0666666666666667,15.0
232,0,0,83,,0,58791,109.5,0,147,3,2,Ryan,1.3,17,1,28.3,396,False,94.8,0,560,49,0,0,0,2.0,0,0,Mason,0.1,a,7,79.0,16,3362,3260,3.3,3,MID,7,Hull,0.5,Southampton,2.2346938775510203,1.9346938775510203,1.6122448979591837,200.145
235,0,0,24,,0,82771,12.1,0,0,3,2,Markus,1.3,4,0,5.2,573,False,14.8,0,268,51,0,0,0,1.8,0,0,Henriksen,0.0,a,7,26.0,7,763,603,1.3,0,MID,7,Hull,0.5,Southampton,0.2372549019607843,0.2901960784313726,0.5098039215686274,41.385
236,1,0,47,100.0,2,59856,92.8,0,0,4,1,Abel,1.3,11,1,37.4,163,False,61.6,0,671,60,0,0,0,2.4,0,0,Hernández,1.2,i,7,221.0,24,107851,111551,4.0,0,FWD,7,Hull,0.5,Southampton,1.5466666666666666,1.0266666666666666,3.683333333333333,268.01
237,0,2,58,0.0,2,111847,80.7,0,0,4,0,Adama,0.3,9,1,24.9,164,False,71.0,0,507,46,0,0,0,2.2,0,0,Diomande,5.4,s,7,97.0,20,375983,283507,4.3,0,FWD,7,Hull,0.5,Southampton,1.7543478260869565,1.5434782608695652,2.108695652173913,57.305
238,0,0,3,,0,178186,0.5,0,0,4,0,Jarrod,0.3,0,0,0.1,516,False,0.0,0,1,45,0,0,0,1.0,0,0,Bowen,0.1,a,7,0.0,1,3764,2771,0.2,0,FWD,7,Hull,0.5,Southampton,0.011111111111111112,0.0,0.0,1.075
241,0,0,9,,1,91126,50.1,0,0,4,1,Will,1.7,10,0,8.3,557,False,2.8,0,280,45,0,0,0,1.6,0,0,Keane,0.7,i,7,39.0,8,38889,16504,1.8,0,FWD,7,Hull,0.5,Southampton,1.1133333333333333,0.06222222222222222,0.8666666666666667,86.11500000000001
242,1,0,22,100.0,1,39472,4.5,0,0,4,2,Dieumerci,0.7,4,0,2.5,569,False,12.2,0,186,55,0,0,0,2.7,0,0,Mbokani,0.1,a,7,8.0,8,4836,3523,1.5,0,FWD,7,Hull,0.5,Southampton,0.08181818181818182,0.2218181818181818,0.14545454545454545,16.645
243,0,3,164,0.0,2,17745,0.0,0,475,1,0,Kasper,2.0,11,0,22.2,165,False,221.2,0,686,50,0,0,0,3.8,0,35,Schmeichel,7.1,i,8,0.0,30,69366,311530,6.0,0,GKP,8,Leicester,1.0,West Brom,0.0,4.4239999999999995,0.0,472.4
244,0,0,57,,1,51934,0.0,0,0,1,2,Ron-Robert,0.7,7,0,6.1,166,False,61.0,0,304,44,0,0,0,2.5,0,8,Zieler,0.4,a,8,0.0,10,8720,5546,2.3,0,GKP,8,Leicester,1.0,West Brom,0.0,1.3863636363636365,0.0,52.699999999999996
246,0,0,178,100.0,3,15033,23.7,0,549,2,1,Wes,1.7,18,1,28.3,167,False,214.8,0,990,50,0,0,0,3.0,0,0,Morgan,19.3,a,8,44.0,33,245138,466271,6.6,0,DEF,8,Leicester,1.0,West Brom,0.474,4.296,0.88,513.25
247,1,3,242,,3,37402,188.3,1,482,2,1,Christian,3.7,18,1,52.3,168,False,271.6,0,990,54,0,0,0,3.5,0,0,Fuchs,8.7,a,8,62.0,38,113029,216751,7.0,1,DEF,8,Leicester,1.0,West Brom,3.4870370370370374,5.02962962962963,1.1481481481481481,1969.0300000000004
248,0,0,17,100.0,0,86417,27.8,0,236,2,0,Jeffrey,0.3,2,0,5.4,169,False,16.0,0,118,49,0,0,0,1.0,0,0,Schlupp,0.2,a,8,10.0,3,1093,13362,0.6,0,DEF,8,Leicester,1.0,West Brom,0.5673469387755102,0.32653061224489793,0.20408163265306123,19.139999999999997
251,0,1,144,100.0,3,40725,40.9,0,390,2,1,Danny,1.3,13,0,20.1,172,False,158.6,0,835,49,0,0,0,2.3,0,0,Simpson,1.6,a,8,2.0,23,16120,56343,4.7,4,DEF,8,Leicester,1.0,West Brom,0.8346938775510204,3.2367346938775508,0.04081632653061224,284.95
252,1,0,135,100.0,3,12413,14.1,0,453,2,1,Robert,1.7,16,0,27.1,173,False,158.4,0,896,50,0,0,0,2.5,0,0,Huth,1.7,a,8,98.0,25,40937,35619,5.0,4,DEF,8,Leicester,1.0,West Brom,0.282,3.168,1.96,484.84999999999997
254,0,0,41,,0,130025,60.4,0,0,2,0,Luis,0.0,7,0,11.0,175,False,49.4,0,237,43,0,0,0,0.7,0,0,Hernández,0.4,a,8,0.0,2,4736,15659,0.5,0,DEF,8,Leicester,1.0,West Brom,1.4046511627906977,1.1488372093023256,0.0,2.0
256,2,1,106,,3,103025,223.2,0,994,3,5,Riyad,2.7,16,1,61.8,176,False,129.6,0,854,90,0,1,0,2.8,0,0,Mahrez,10.3,a,8,265.0,31,87193,747708,3.4,2,MID,8,Leicester,1.0,West Brom,2.48,1.44,2.9444444444444446,1699.06
257,0,0,77,,4,51938,115.4,0,519,3,0,Marc,0.3,9,0,20.9,177,False,54.0,0,532,51,0,0,0,2.4,0,0,Albrighton,0.8,a,8,40.0,19,8130,51828,3.7,0,MID,8,Leicester,1.0,West Brom,2.2627450980392156,1.0588235294117647,0.7843137254901961,81.82
